id,rank,name,nat,age,birth,turned_pro,weight,height,plays,aces,double_faults,f_serve,f_serve_won,s_serve_won,break_faced,break_saved,serve_played,serve_won,serve_points_won,re_f_serve_won,re_s_serve_won,break_opp,break_conv,re_games_played,re_games_won,re_points_won,total_points_won,prize,prize_year,score,score_year,coach,place_birth,residence
761,762,MarkoMiladinovic,SRB,17.0,2000.12.07,,74.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7105,6275.0,0-0,0-0,AleksandarTrifunovic,"Belgrade,Serbia","Belgrade,Serbia"
762,763,BastianMalla,CHI,21.0,1996.09.22,,,,,,,,,,,,,,,,,,,,,,,49131,3146.0,0-0,0-0,,,
763,764,RhettPurcell,NZL,22.0,1996.02.06,,85.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,17073,4938.0,0-0,0-0,,"Gisborne,NewZealand",NewZealand
764,765,StephanGerritsen,NED,22.0,1996.06.30,,,,,,,,,,,,,,,,,,,,,,,12297,5068.0,0-0,0-0,,,
765,766,JohannesHaerteis,GER,22.0,1996.02.22,,87.0,196.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,38512,5199.0,0-0,0-0,WalterOtto,Nuremberg,Postbauer-Heng
766,767,EduardoAgustinTorre,ARG,23.0,1994.10.18,,,,,,,,,,,,,,,,,,,,,,,37376,4065.0,0-0,0-0,,,
767,768,VasilKirkov,USA,19.0,1999.03.13,,64.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,29615,5819.0,0-0,0-0,"SylvainGuichard,StoyanKirkov",Asenovgrad,"Tampa,Florida"
768,769,FinnBass,GBR,18.0,1999.10.09,,80.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8244,4123.0,0-0,0-0,DanKiernan,Stevenage,Rock
769,770,NeilPauffley,GBR,28.0,1990.03.29,,80.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,71751,4088.0,0-0,0-0,MattSmith,"Slough,England","Maidenhead,England"
770,771,BernardoSaraiva,POR,25.0,1993.08.06,,73.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,30675,4567.0,0-0,0-0,PeterBartlett,Lisbon,"SanFrancisco,CA"
771,772,LuisPatino,MEX,24.0,1993.10.06,,76.0,,"Right-Handed,Two-Handed",2.0,1.0,56.0,43.0,41.0,13.0,54.0,8.0,25.0,42.0,17.0,31.0,1.0,100.0,7.0,14.0,24.0,35.0,85917,10776.0,3-5,3-1,AlainLemaitre,"Mazatlan,Mexico","Mazatlan,Mexico"
772,773,OlegPrihodko,UKR,20.0,1997.10.03,,77.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,21723,3758.0,0-0,0-0,DmitriyPrihodko,"Pavlograd,Ukraine",Ukraine
773,774,MaximoGonzalez,ARG,35.0,1983.07.20,2002.0,75.0,175.0,"Right-Handed,Two-Handed",162.0,238.0,65.0,63.0,48.0,921.0,60.0,1151.0,68.0,57.0,30.0,50.0,700.0,38.0,1172.0,23.0,38.0,48.0,1964433,3647.0,30-60,0-0,SebastianPrieto,"Tandil,Argentina","Tandil,Argentina"
774,775,GengoKikuchi,JPN,26.0,1991.11.07,,65.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,31092,4628.0,0-0,0-0,,"Tokyo,Japan","Tokorozawa,Japan"
775,776,AlexanderVasilenko,RUS,23.0,1995.02.26,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,51656,4075.0,0-0,0-0,,,
776,777,AlbertAlcarazIvorra,ESP,23.0,1995.05.15,,85.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,55175,954.0,0-0,0-0,MarcosJimenez,"SanJuandeAlicante,Spain","SanJuandeAlicante,Spain"
777,778,MirkoCutuli,ITA,22.0,1996.05.16,,90.0,185.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13721,4523.0,0-0,0-0,,Messina,Messina
778,779,MaximeHamou,FRA,23.0,1995.06.08,,75.0,185.0,"Right-Handed,Two-Handed",9.0,8.0,65.0,63.0,45.0,37.0,59.0,41.0,63.0,57.0,26.0,42.0,23.0,17.0,43.0,9.0,32.0,45.0,166277,2752.0,0-3,0-0,AloisBeust,"Nimes,France","Paris,France"
779,780,KazukiNishiwaki,JPN,23.0,1994.10.29,,70.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7615,5313.0,0-0,0-0,,"Kyoto-Uji,Japan",
780,781,EvanZhu,USA,20.0,1998.08.15,,70.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15350,2110.0,0-0,0-0,"TaylorDent,PhilDent","AnnArbor,MI,USA",US
781,782,FlorianLakat,FRA,23.0,1995.08.03,,92.0,196.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,29221,6125.0,0-0,0-0,,Paris,France
782,783,JaimeeFloydAngele,FRA,18.0,2000.03.27,,93.0,206.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15319,12400.0,0-0,0-0,,Clichy,France
783,784,JakobSude,GER,27.0,1991.06.18,,88.0,193.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,33668,2433.0,0-0,0-0,JoachimKretz,Friedrichshafen,Germany
784,785,MichalDembek,POL,21.0,1997.08.07,,93.0,196.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,30813,4957.0,0-0,0-0,MichalGawowski,"Warsaw,Poland","Warsaw,Poland"
785,786,GibrilDiarra,AUT,28.0,1990.05.26,,85.0,196.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,42326,2646.0,0-0,0-0,,Vienna,Vienna
786,787,MichaelZhu,USA,26.0,1992.08.12,,77.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,18804,5796.0,0-0,0-0,,PrincetonNJ,PrincetonNJ
787,788,DejanKatic,SRB,30.0,1988.03.07,,,,,,,,,,,,,,,,,,,,,,,54739,3369.0,0-0,0-0,,,
788,789,AndreBegemann,GER,34.0,1984.07.12,2008.0,90.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,780155,,0-0,0-0,JochenSchlieker,"Lemgo,Germany","Königstein,Germany"
789,790,StephanFransen,NED,30.0,1988.08.08,,,,,,,,,,,,,,,,,,,,,,,65304,696.0,0-0,0-0,,,
790,791,SamiReinwein,GER,26.0,1992.05.29,,75.0,180.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,58226,4199.0,0-0,0-0,,"Freiburg,Germany","Freiburg,Germany"
791,792,FredSimonsson,SWE,23.0,1994.11.27,,75.0,188.0,"Right-Handed,Two-Handed",4.0,10.0,51.0,64.0,46.0,17.0,71.0,15.0,67.0,55.0,33.0,57.0,9.0,56.0,15.0,33.0,42.0,49.0,59603,3021.0,0-1,0-0,ClaudioPistolesi,"Stockholm,Sweden","Stockholm,Sweden"
792,793,IgorMarcondes,BRA,21.0,1997.06.16,,73.0,180.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20986,3319.0,0-0,0-0,LeandroAfini,"Caraguatatuba,Brazil","SãoJosédosCampos,SP"
793,794,SoichiroMoritani,JPN,24.0,1994.08.12,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,31004,5639.0,0-0,0-0,,,
794,795,DomagojBiljesko,CRO,21.0,1997.06.28,,,,,,,,,,,,,,,,,,,,,,,20358,2070.0,0-0,0-0,,,
795,796,LorenzoFrigerio,ITA,29.0,1989.02.17,,80.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,60387,4835.0,0-0,0-0,AdamoPanzeri,"Lecco,Italy",Lecco
796,797,FilippoLeonardi,ITA,30.0,1987.12.22,,,,,,,,,,,,,,,,,,,,,,,76899,2890.0,0-0,0-0,,,
797,798,EduardoDischinger,BRA,26.0,1992.05.18,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,67840,5109.0,0-0,0-0,,,
798,799,MarekGengel,CZE,22.0,1995.09.17,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,28293,4427.0,0-0,0-0,IvanGengelandOndrejKounovsky,"Rakovnik,CzechRepublic","NoveStraseci,CzechRepublic"
799,800,NicolaeFrunza,ROU,20.0,1997.11.15,,78.0,185.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,30570,4537.0,0-2,0-1,DanielFrunza,"Bucharest,Romania","Bucharest,Romania"
800,801,JacobDunbar,USA,22.0,1995.10.02,,73.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7018,3411.0,0-0,0-0,Vicki&amp;KeithDunbar,"Medina,OH","Richmond,VA"
801,802,JuanManuelBenitezChavarriaga,COL,22.0,1995.09.22,,77.0,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,26346,3352.0,0-0,0-0,MattKnoll,"Medellin,Colombia",
802,803,TylerLu,USA,23.0,1995.08.12,,68.0,173.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,10129,4261.0,0-0,0-0,,Spokane,USA
803,804,RicardoRodriguez-Pace,VEN,25.0,1993.04.28,,,,,,,,,,,,,,,,,,,,,,,80841,5480.0,20-9,3-1,,,
804,805,SimoneRoncalli,ITA,22.0,1996.05.08,,72.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,18722,5018.0,0-0,0-0,AndreaVolpini&amp;PiattiTeam,"BustoArsizio,Italy","Parabiago,Italy"
805,806,SemVerbeek,NED,24.0,1994.04.12,,85.0,193.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,30243,3599.0,0-0,0-0,,"Amsterdam,Netherlands",Netherlands
806,807,AlexiosHalebian,USA,24.0,1994.06.08,,,,"Left-Handed,Two-Handed",6.0,1.0,61.0,68.0,55.0,5.0,60.0,9.0,78.0,63.0,14.0,50.0,6.0,0.0,10.0,0.0,30.0,45.0,62937,5029.0,0-1,0-0,,,
807,808,VasileAntonescu,ROU,28.0,1990.03.24,0.0,82.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,55997,5217.0,0-0,0-0,DobreDaniel,"Constanta,Romania","Constanta,Romania"
808,809,MikhailKorovin,RUS,22.0,1996.02.26,,65.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,22380,6654.0,0-0,0-0,,"Perm,Russia","Oliva,Valencia"
809,810,NathanPasha,USA,26.0,1992.07.15,,85.0,191.0,"Right-Handed,Two-Handed",6.0,10.0,48.0,72.0,32.0,4.0,0.0,10.0,60.0,52.0,16.0,37.0,1.0,100.0,10.0,10.0,27.0,40.0,59158,1290.0,0-1,0-0,RyanKent/MarkKovacs,"Atlanta,GA,USA","Atlanta,GA,USA"
810,811,YannMarti,SUI,30.0,1988.06.07,,74.0,173.0,"Right-Handed,Two-Handed",12.0,34.0,56.0,62.0,47.0,90.0,64.0,84.0,62.0,55.0,27.0,53.0,41.0,54.0,87.0,25.0,38.0,47.0,165742,3614.0,2-5,0-0,Jean-MarieMarti,"Sierre,Switzerland","Venthone,Switzerland"
811,812,LjubomirCelebic,MNE,26.0,1991.09.15,,70.0,175.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,42318,3941.0,0-0,0-0,GalliMatteo,"Podgorica,Montenegro","Podgorica,Montenegro"
812,813,JieCui,CHN,20.0,1998.01.24,,72.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13640,5838.0,0-0,0-0,TianTian,"Beijing,China",
813,814,AlejandroTabilo,CHI,21.0,1997.06.02,,80.0,193.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,28421,2586.0,0-0,0-0,GuillermoGomez,"Toronto,Canada","Huechuraba,Santiago,Chile"
814,815,AdrienBossel,SUI,31.0,1986.12.28,,,,,18.0,10.0,55.0,63.0,49.0,16.0,69.0,18.0,72.0,57.0,21.0,36.0,4.0,0.0,19.0,0.0,26.0,43.0,162826,2250.0,0-5,0-0,,,
815,816,AntonioMassara,ITA,22.0,1995.09.16,,70.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,40947,3579.0,0-0,0-0,PaoloCannova-NicoDeSimone,"Catania,Italy","Siracusa,Italy"
816,817,KarunudaySingh,IND,27.0,1990.11.19,,80.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,63697,4923.0,0-0,0-0,Humkhudhai,"Delhi,India",India
817,818,VladimirIvanov,EST,31.0,1987.04.10,,,,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,98088,3787.0,7-5,0-0,,,
818,819,TomasJirousek,CZE,18.0,2000.01.04,,,,,,,,,,,,,,,,,,,,,,,3700,3544.0,0-0,0-0,,,
819,820,YecongHe,CHN,24.0,1994.02.15,,75.0,180.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,62440,6597.0,0-0,0-0,,"HangZhou,China",
820,821,DanielNolan,AUS,21.0,1997.03.12,,72.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,31887,3040.0,0-0,0-0,WarrenMaher,"Melbourne,Australia","Melbourne,Australia"
821,822,SzymonWalkow,POL,22.0,1995.09.22,,71.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,29178,2472.0,0-0,0-0,RafalPaluch,"Wroclaw,Poland","Wroclaw,Poland"
822,823,SurajRPrabodh,IND,23.0,1995.01.08,,79.0,188.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,15654,3795.0,0-0,0-0,M.RenukanandaPrabodh,"Bangalore,India","Mysore,India"
823,824,HongKitWong,HKG,20.0,1998.08.30,,,,,,,,,,,,,,,,,,,,,,,14982,4562.0,2-2,1-1,,,
824,825,FrancescoForti,ITA,19.0,1999.07.26,,,,,,,,,,,,,,,,,,,,,,,9200,4913.0,0-0,0-0,,,
825,826,WilfredoGonzalez,GUA,25.0,1993.01.06,,83.0,188.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,17984,3176.0,4-4,0-2,,GuatemalaCity,Guatemala
826,827,MarceloZormann,BRA,22.0,1996.06.10,,80.0,0.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,52560,3576.0,0-0,0-0,ThiagoAlves/EdvaldoOliveira,"Lins,Brazil","SãoJosedoRioPreto,SP"
827,828,FacundoJuarez,ARG,20.0,1997.09.23,,,,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,10395,3340.0,0-0,0-0,,,
828,829,LukeJohnson,GBR,24.0,1994.03.18,,83.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,18867,3689.0,0-0,0-0,DaveSammel/IanMcDonald,Leeds,Leeds
829,830,MaksimTikhomirov,USA,28.0,1990.07.10,,,,,,,,,,,,,,,,,,,,,,,16704,5608.0,0-0,0-0,,,
830,831,AlexanderIgoshin,RUS,26.0,1992.01.10,,92.0,191.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,61327,5257.0,0-0,0-0,RVAcademiainBarcelona,"Ivanovo,Russia","Barcelona,Spain"
831,832,JoseFco.VidalAzorin,ESP,25.0,1993.06.12,,68.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,28825,5683.0,0-0,0-0,JustoGonzalezMartinez,"Sax,Spain","Sax,Spain"
832,833,RyanPeniston,GBR,22.0,1995.11.10,,,,,,,,,,,,,,,,,,,,,,,11133,3145.0,0-0,0-0,,,
833,834,GuyDenHeijer,NED,21.0,1997.03.30,,,,,,,,,,,,,,,,,,,,,,,12311,2457.0,0-0,0-0,,,
834,835,RaphaelBaltensperger,SUI,20.0,1997.12.18,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,16710,2424.0,0-0,0-0,SvenSwinnen,"Zürich,Switzerland",
835,836,MaximRatniuk,RUS,22.0,1996.04.28,,80.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,25768,5265.0,0-0,0-0,,"Simferopol,Crimea","Simferopol,Crimea"
836,837,MatsRosenkranz,GER,20.0,1998.08.23,,80.0,196.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,12555,4482.0,0-0,0-0,PeterMoraing,"Essen,Germany","Essen,Germany"
837,838,AlexanderWeis,ITA,21.0,1997.04.24,,83.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15921,6421.0,0-0,0-0,,"Bolzano,Italy","Bolzano,Italy"
838,839,JuanCarlosManuelAguilar,BOL,19.0,1998.11.20,,60.0,168.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6066,3670.0,1-0,0-0,,"London,England",Canada
839,840,ShinjiHazawa,JPN,19.0,1999.04.12,,68.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,6030,3515.0,0-0,0-0,,"Sanda,Japan",Japan
840,841,GeorgeLoffhagen,GBR,17.0,2001.04.19,,,,,,,,,,,,,,,,,,,,,,,13021,12865.0,0-0,0-0,,,
841,842,AlexeyZakharov,RUS,18.0,2000.04.21,,78.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,4432,3030.0,0-0,0-0,VictorKomlev,"Moscow,Russia","Moscow,Russia"
842,843,HuixinWang,CHN,22.0,1996.08.04,,84.0,191.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,9549,4655.0,0-0,0-0,,"Beijing,China",
843,844,ShoKatayama,JPN,29.0,1989.05.12,,,,,,,,,,,,,,,,,,,,,,,52286,3627.0,0-0,0-0,,,
844,845,AidanMchugh,GBR,18.0,2000.07.09,,,,,,,,,,,,,,,,,,,,,,,14393,12872.0,0-0,0-0,,,
845,846,NielsLootsma,NED,24.0,1994.08.15,,78.0,193.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,54650,2538.0,0-0,0-0,MartinSimek,"Groningen,Netherlands","Amsterdam,Netherlands"
846,847,RyanNijboer,NED,19.0,1999.07.28,,77.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7337,1914.0,0-0,0-0,MartinBohm,Lelystad,Dronten
847,848,JacopoStefanini,ITA,22.0,1996.04.11,,73.0,175.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,31482,1992.0,0-0,0-0,,"Florence,Italy","Carmignano,Italy"
848,849,NikolasSanchezIzquierdo,ESP,19.0,1999.03.15,,,,,,,,,,,,,,,,,,,,,,,5618,3521.0,0-0,0-0,,,
849,850,AndreaGuerrieri,ITA,19.0,1998.12.03,,0.0,178.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15815,4398.0,0-0,0-0,JacopoMarchegiani,"Correggio,Italy","Correggio,Italy"
850,851,DimitriyVoronin,RUS,19.0,1999.05.28,,68.0,173.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,13021,3849.0,0-0,0-0,Landin,"Moscow,Russia","Moscow,Russia"
851,852,MikalaiHaliak,BLR,20.0,1998.08.14,,75.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,15808,4139.0,0-0,0-0,,"Minsk,Belarus","Minsk,Belarus"
852,853,FranZvonimirZgombic,CRO,22.0,1996.01.24,,80.0,180.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20948,4909.0,0-0,0-0,,"Zagreb,Croatia",
853,854,MarkWhitehouse,GBR,25.0,1993.05.01,,80.0,188.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,10701,2730.0,0-0,0-0,,"Reigate,England","Reigate,England"
854,855,JaeHwanKim,KOR,23.0,1994.09.23,,85.0,183.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,14392,2721.0,0-0,0-0,,,
855,856,PaulOosterbaan,USA,22.0,1995.09.08,,94.0,203.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,13029,4044.0,0-0,0-0,ReneMoller,Kalamazoo,UnitedStates
856,857,JackFindel-Hawkins,GBR,23.0,1994.10.06,,88.0,185.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,7937,3856.0,0-0,0-0,,Exeter,U.K.
857,858,SidanePontjodikromo,NED,17.0,2000.10.24,,,,,,,,,,,,,,,,,,,,,,,4481,2493.0,0-0,0-0,,,
858,859,TrevorAllenJohnson,USA,22.0,1995.12.27,,84.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,7056,2370.0,0-0,0-0,,"LasVegas,Nevada","LasVegas,Nevada"
859,860,IsaacStoute,GBR,22.0,1996.04.12,,79.0,183.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,8225,3594.0,0-0,0-0,,London,Brighton
860,861,GabiAdrianBoitan,ROU,19.0,1999.07.11,,,,,,,,,,,,,,,,,,,,,,,5818,2293.0,0-0,0-0,,,
861,862,AbhinavSanjeevShanmugam,IND,19.0,1998.11.15,,69.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,8246,4194.0,0-0,0-0,UdayKumarReddy,"Chennai,India",
862,863,JaimePulgar-Garcia,ESP,29.0,1989.04.05,,,,,,,,,,,,,,,,,,,,,,,73627,1720.0,0-0,0-0,,,
863,864,GeorgeVonMassow,GER,28.0,1990.03.21,,90.0,198.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,49468,1218.0,0-0,0-0,"MaikSchürbesmann,TobiHinzmann","BadHonnef,Germany","Hamburg,Germany"
864,865,FilipBergevi,SWE,24.0,1994.04.20,,81.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,16522,4075.0,0-0,0-0,RobinBorg,"Kristianstad,Sweden",Sweden
865,866,IsseiOkamura,JPN,26.0,1992.05.26,,,,,,,,,,,,,,,,,,,,,,,34371,5092.0,0-0,0-0,,,
866,867,VullnetTashi,SUI,25.0,1993.01.10,,80.0,188.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,20818,4622.0,0-0,0-0,FelipeBeneroso,"Solothurn,Switzerland",Spain
867,868,GoranMarkovic,SRB,22.0,1995.09.17,,78.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,26751,4458.0,0-0,0-0,,Belgrade,"Belgrade,Serbia"
868,869,PietroLicciardi,ITA,24.0,1994.05.17,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,53275,3991.0,0-0,0-0,,,
869,870,AlonElia,ISR,23.0,1995.06.12,,,,,,,,,,,,,,,,,,,,,,,26646,2898.0,0-0,0-0,,,
870,871,DavidPichler,AUT,22.0,1996.02.19,,70.0,178.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,48405,5524.0,0-0,0-0,MichielSchapers,"Eisenstadt,Austria","Wien,Austria"
871,872,Francois-ArthurVibert,FRA,28.0,1990.08.03,,80.0,188.0,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,64426,4230.0,0-0,0-0,,"Bron,France","Lyon,France"
872,873,SamuelBrosset,FRA,20.0,1998.01.14,,,,,,,,,,,,,,,,,,,,,,,2160,2160.0,0-0,0-0,,,
873,874,Yong-KyuLim,KOR,27.0,1991.06.18,,81.0,185.0,"Right-Handed,Unknown",,,,,,,,,,,,,,,,,,,127611,2316.0,12-8,0-0,,Andong,Seoul
874,875,DenysMylokostov,UKR,25.0,1993.04.05,,,,"Left-Handed,Unknown",,,,,,,,,,,,,,,,,,,36941,156.0,0-0,0-0,,,
875,876,AndreGhem,BRA,36.0,1982.05.29,2003.0,86.0,193.0,"Right-Handed,Unknown",19.0,14.0,59.0,71.0,48.0,55.0,62.0,82.0,74.0,61.0,31.0,44.0,29.0,62.0,80.0,23.0,36.0,50.0,534466,,2-5,0-0,CarlosZwetsch,"PortoAlegre,Brazil","NovoHamburgo,Brazil"
876,877,FrancoAgamenone,ARG,25.0,1993.04.15,,82.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,60631,1040.0,0-0,0-0,ToniPastorino,"RioCuarto,Argentina",BuenosAires
877,878,DamienBayard,FRA,,,,,,,,,,,,,,,,,,,,,,,,,4705,2739.0,0-0,0-0,,,
878,879,DaniiarDuldaev,KGZ,25.0,1992.10.27,,80.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,40753,260.0,0-0,0-0,DuldaevMarat,"Bishkek,Kyrgyzstan","Bishkek,Kyrgyzstan"
879,880,FrancoCapalbo,ARG,20.0,1997.12.26,,,,,,,,,,,,,,,,,,,,,,,12800,3961.0,0-0,0-0,,,
880,881,Cheng-YuYu,TPE,23.0,1995.04.02,,73.0,188.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,37053,2725.0,0-2,0-1,,"Taipei,Taiwan",Taiwan
881,882,MikeUrbanija,SLO,28.0,1989.12.26,,78.0,183.0,"Right-Handed,One-Handed",,,,,,,,,,,,,,,,,,,34908,3728.0,0-4,0-1,,"Ljubljana,Slovenia","Lukovica,Slovenia"
882,883,YanaisLaurent,FRA,26.0,1992.06.06,,76.0,183.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,40803,1714.0,0-0,0-0,,Longjumeau,Paris
883,884,SergioMartosGornes,ESP,23.0,1994.10.19,,80.0,185.0,"Left-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,54713,3375.0,0-0,0-0,MarcosRoy,"Ciutadella,Spain","Barcelona,Spain"
884,885,FilipDuda,CZE,19.0,1998.09.30,,,,,,,,,,,,,,,,,,,,,,,13547,3206.0,0-0,0-0,,,
885,886,PeterGoldsteiner,AUT,28.0,1990.07.31,,65.0,173.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,35486,2670.0,0-0,0-0,,Wr.Neustadt,Vienna
886,887,OttoVirtanen,FIN,17.0,2001.06.21,,,,,,,,,,,,,,,,,,,,,,,4728,2337.0,0-0,0-0,,,
887,888,AntalVanDerDuim,NED,30.0,1987.09.16,,80.0,185.0,"Right-Handed,Two-Handed",5.0,6.0,65.0,62.0,44.0,9.0,67.0,10.0,70.0,56.0,21.0,56.0,3.0,33.0,10.0,10.0,30.0,43.0,203528,2923.0,0-1,0-0,,"Heerenveen,Netherlands","Amsterdam,Netherlands"
888,889,MatthewBarton,AUS,26.0,1991.12.18,2009.0,85.0,191.0,"Right-Handed,Two-Handed",117.0,33.0,61.0,81.0,48.0,44.0,73.0,122.0,90.0,68.0,19.0,42.0,32.0,31.0,119.0,8.0,28.0,49.0,269379,3575.0,4-4,0-0,WallyMasur,"Sydney,Australia","Collaroy,Australia"
889,890,JuanSebastianGomez,COL,26.0,1992.03.05,,,,,,,,,,,,,,,,,,,,,,,73273,948.0,0-0,0-0,,,
890,891,JannikSinner,ITA,17.0,2001.08.16,,68.0,185.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,4577,3484.0,0-0,0-0,AndreaVolpini,AanCandido,Aesto
891,892,ShahinKhaledan,IRI,28.0,1990.06.07,,,,,,,,,,,,,,,,,,,,,,,15482,2538.0,5-8,0-3,,,
892,893,JoseOlivares,DOM,21.0,1997.01.08,,86.0,163.0,"Right-Handed,Two-Handed",,,,,,,,,,,,,,,,,,,20403,1347.0,2-5,1-0,JoseJuanLorenzo,SantoDomingo,SantoDomingo
893,894,ArklonHuertasDelPinoCordova,PER,24.0,1994.07.16,,,,,,,,,,,,,,,,,,,,,,,4758,2670.0,0-0,0-0,,,
